Fecha,TipoGasto,Costo,Sucursal
2024-04-05,Luz,6597,Roma
2024-04-05,Luz,8808,Polanco
2024-04-05,Luz,7868,Condesa
2024-04-10,Publicidad,6502,Condesa
2024-04-10,Publicidad,6952,Roma
2024-04-10,Publicidad,6469,Polanco
2024-04-12,Agua,2483,Polanco
2024-04-12,Agua,3124,Condesa
2024-04-12,Agua,1504,Roma
2024-04-15,Limpieza,3241,Condesa
2024-04-15,Limpieza,5601,Roma
2024-04-15,Limpieza,3002,Polanco
2024-04-18,Mantenimiento de equipo,3750,Roma
2024-04-18,Mantenimiento de equipo,9173,Polanco
2024-04-18,Mantenimiento de equipo,2765,Condesa
2024-04-20,Mantenimiento de sucursal,6395,Roma
2024-04-20,Mantenimiento de sucursal,4904,Condesa
2024-04-20,Mantenimiento de sucursal,3405,Polanco
2024-04-22,Software administrativo,4685,Roma
2024-04-22,Software administrativo,3995,Condesa
2024-04-22,Software administrativo,4137,Polanco
2024-04-25,Contabilidad,8609,Polanco
2024-04-25,Contabilidad,5823,Condesa
2024-04-25,Contabilidad,8802,Roma
2024-04-26,Papelería,1003,Condesa
2024-04-26,Papelería,1259,Roma
2024-04-26,Papelería,1717,Polanco
2024-04-28,Pago de crédito de financiamiento,6218,Roma
2024-04-28,Pago de crédito de financiamiento,12287,Polanco
2024-04-28,Pago de crédito de financiamiento,10467,Condesa
2024-05-01,Nómina,49121,Roma
2024-05-01,Renta,64083,Roma
2024-05-01,Renta,67793,Polanco
2024-05-01,Nómina,44708,Polanco
2024-05-01,Renta,63615,Condesa
2024-05-01,Nómina,47998,Condesa
2024-05-02,Microsoft 365,2200,Polanco
2024-05-02,Microsoft 365,2200,Condesa
2024-05-02,Microsoft 365,2200,Roma
2024-05-03,Internet,1348,Polanco
2024-05-03,Internet,1379,Roma
2024-05-03,Internet,924,Condesa
2024-05-05,Luz,5840,Roma
2024-05-05,Luz,5283,Polanco
2024-05-05,Luz,10632,Condesa
2024-05-10,Publicidad,6191,Polanco
2024-05-10,Publicidad,6392,Condesa
2024-05-10,Publicidad,6585,Roma
2024-05-12,Agua,1936,Roma
2024-05-12,Agua,2548,Condesa
2024-05-12,Agua,2212,Polanco
2024-05-15,Limpieza,5243,Condesa
2024-05-15,Limpieza,4334,Roma
2024-05-15,Limpieza,4277,Polanco
2024-05-18,Mantenimiento de equipo,3649,Condesa
2024-05-18,Mantenimiento de equipo,2151,Roma
2024-05-18,Mantenimiento de equipo,6039,Polanco
2024-05-20,Mantenimiento de sucursal,6490,Condesa
2024-05-20,Mantenimiento de sucursal,3088,Polanco
2024-05-20,Mantenimiento de sucursal,5862,Roma
2024-05-22,Software administrativo,5167,Condesa
2024-05-22,Software administrativo,5123,Polanco
2024-05-22,Software administrativo,4710,Roma
2024-05-25,Contabilidad,6891,Condesa
2024-05-25,Contabilidad,5730,Roma
2024-05-25,Contabilidad,7622,Polanco
2024-05-26,Papelería,1614,Condesa
2024-05-26,Papelería,1739,Roma
2024-05-26,Papelería,1275,Polanco
2024-05-28,Pago de crédito de financiamiento,12275,Polanco
2024-05-28,Pago de crédito de financiamiento,7717,Roma
2024-05-28,Pago de crédito de financiamiento,7479,Condesa
2024-06-01,Renta,55315,Condesa
2024-06-01,Nómina,49943,Condesa
2024-06-01,Renta,66068,Polanco
2024-06-01,Nómina,49149,Polanco
2024-06-01,Renta,50438,Roma
2024-06-01,Nómina,43879,Roma
2024-06-02,Microsoft 365,2200,Polanco
2024-06-02,Microsoft 365,2200,Condesa
2024-06-02,Microsoft 365,2200,Roma
2024-06-03,Internet,1424,Condesa
2024-06-03,Internet,1422,Roma
2024-06-03,Internet,1259,Polanco
2024-06-05,Luz,6290,Condesa
2024-06-05,Luz,7531,Roma
2024-06-05,Luz,5268,Polanco
2024-06-10,Publicidad,7308,Condesa
2024-06-10,Publicidad,6884,Polanco
2024-06-10,Publicidad,7327,Roma
2024-06-12,Agua,1878,Polanco
2024-06-12,Agua,1591,Condesa
2024-06-12,Agua,2058,Roma
2024-06-15,Limpieza,4609,Polanco
2024-06-15,Limpieza,5793,Condesa
2024-06-15,Limpieza,4976,Roma
2024-06-18,Mantenimiento de equipo,3059,Polanco
2024-06-18,Mantenimiento de equipo,5345,Condesa
2024-06-18,Mantenimiento de equipo,4066,Roma
2024-06-20,Mantenimiento de sucursal,6070,Condesa
2024-06-20,Mantenimiento de sucursal,5248,Roma
2024-06-20,Mantenimiento de sucursal,4446,Polanco
2024-06-22,Software administrativo,3587,Condesa
2024-06-22,Software administrativo,5214,Roma
2024-06-22,Software administrativo,4554,Polanco
2024-06-25,Contabilidad,6600,Condesa
2024-06-25,Contabilidad,5221,Roma
2024-06-25,Contabilidad,5120,Polanco
2024-06-26,Papelería,1379,Roma
2024-06-26,Papelería,1020,Condesa
2024-06-26,Papelería,2077,Polanco
2024-06-28,Pago de crédito de financiamiento,11147,Polanco
2024-06-28,Pago de crédito de financiamiento,9498,Condesa
2024-06-28,Pago de crédito de financiamiento,10193,Roma
2024-07-01,Renta,61495,Condesa
2024-07-01,Renta,47250,Polanco
2024-07-01,Nómina,45606,Polanco
2024-07-01,Nómina,45679,Condesa
2024-07-01,Nómina,45187,Roma
2024-07-01,Renta,43066,Roma
2024-07-02,Microsoft 365,2200,Polanco
2024-07-02,Microsoft 365,2200,Roma
2024-07-02,Microsoft 365,2200,Condesa
2024-07-03,Internet,1242,Polanco
2024-07-03,Internet,904,Condesa
2024-07-03,Internet,1038,Roma
2024-07-05,Luz,6832,Polanco
2024-07-05,Luz,7656,Condesa
2024-07-05,Luz,6267,Roma
2024-07-10,Publicidad,6312,Condesa
2024-07-10,Publicidad,6935,Polanco
2024-07-10,Publicidad,7057,Roma
2024-07-12,Agua,2800,Condesa
2024-07-12,Agua,3435,Polanco
2024-07-12,Agua,2876,Roma
2024-07-15,Limpieza,3732,Condesa
2024-07-15,Limpieza,5050,Polanco
2024-07-15,Limpieza,3227,Roma
2024-07-18,Mantenimiento de equipo,6550,Condesa
2024-07-18,Mantenimiento de equipo,9116,Polanco
2024-07-18,Mantenimiento de equipo,9077,Roma
2024-07-20,Mantenimiento de sucursal,3784,Condesa
2024-07-20,Mantenimiento de sucursal,5644,Roma
2024-07-20,Mantenimiento de sucursal,3100,Polanco
2024-07-22,Software administrativo,5410,Polanco
2024-07-22,Software administrativo,3966,Condesa
2024-07-22,Software administrativo,5298,Roma
2024-07-25,Contabilidad,7253,Polanco
2024-07-25,Contabilidad,6783,Roma
2024-07-25,Contabilidad,7832,Condesa
2024-07-26,Papelería,2163,Polanco
2024-07-26,Papelería,1643,Condesa
2024-07-26,Papelería,1631,Roma
2024-07-28,Pago de crédito de financiamiento,9527,Roma
2024-07-28,Pago de crédito de financiamiento,6131,Polanco
2024-07-28,Pago de crédito de financiamiento,12173,Condesa
2024-08-01,Nómina,46328,Roma
2024-08-01,Renta,53394,Polanco
2024-08-01,Nómina,44425,Polanco
2024-08-01,Renta,65420,Condesa
2024-08-01,Nómina,46430,Condesa
2024-08-01,Renta,58154,Roma
2024-08-02,Microsoft 365,2200,Polanco
2024-08-02,Microsoft 365,2200,Roma
2024-08-02,Microsoft 365,2200,Condesa
2024-08-03,Internet,1354,Condesa
2024-08-03,Internet,1012,Polanco
2024-08-03,Internet,969,Roma
2024-08-05,Luz,9570,Condesa
2024-08-05,Luz,6964,Roma
2024-08-05,Luz,7582,Polanco
2024-08-10,Publicidad,7301,Roma
2024-08-10,Publicidad,7009,Condesa
2024-08-10,Publicidad,6158,Polanco
2024-08-12,Agua,2563,Roma
2024-08-12,Agua,3369,Condesa
2024-08-12,Agua,2402,Polanco
2024-08-15,Limpieza,5676,Condesa
2024-08-15,Limpieza,3131,Roma
2024-08-15,Limpieza,3045,Polanco
2024-08-18,Mantenimiento de equipo,7698,Polanco
2024-08-18,Mantenimiento de equipo,7454,Roma
2024-08-18,Mantenimiento de equipo,11176,Condesa
2024-08-20,Mantenimiento de sucursal,6211,Roma
2024-08-20,Mantenimiento de sucursal,5652,Condesa
2024-08-20,Mantenimiento de sucursal,7952,Polanco
2024-08-22,Software administrativo,4996,Polanco
2024-08-22,Software administrativo,4418,Roma
2024-08-22,Software administrativo,4714,Condesa
2024-08-25,Contabilidad,6461,Condesa
2024-08-25,Contabilidad,5765,Roma
2024-08-25,Contabilidad,7038,Polanco
2024-08-26,Papelería,1480,Condesa
2024-08-26,Papelería,1037,Roma
2024-08-26,Papelería,817,Polanco
2024-08-28,Pago de crédito de financiamiento,8442,Roma
2024-08-28,Pago de crédito de financiamiento,9977,Polanco
2024-08-28,Pago de crédito de financiamiento,10066,Condesa
2024-09-01,Nómina,46602,Polanco
2024-09-01,Renta,48077,Polanco
2024-09-01,Renta,59224,Condesa
2024-09-01,Nómina,48851,Condesa
2024-09-01,Renta,60411,Roma
2024-09-01,Nómina,44614,Roma
2024-09-02,Microsoft 365,2200,Polanco
2024-09-02,Microsoft 365,2200,Condesa
2024-09-02,Microsoft 365,2200,Roma
2024-09-03,Internet,1221,Polanco
2024-09-03,Internet,1496,Condesa
2024-09-03,Internet,1282,Roma
2024-09-05,Luz,8529,Polanco
2024-09-05,Luz,10723,Condesa
2024-09-05,Luz,5295,Roma
2024-09-10,Publicidad,6728,Condesa
2024-09-10,Publicidad,6033,Polanco
2024-09-10,Publicidad,6749,Roma
2024-09-12,Agua,2284,Polanco
2024-09-12,Agua,2388,Condesa
2024-09-12,Agua,2588,Roma
2024-09-15,Limpieza,5018,Roma
2024-09-15,Limpieza,5654,Polanco
2024-09-15,Limpieza,5686,Condesa
2024-09-18,Mantenimiento de equipo,4839,Condesa
2024-09-18,Mantenimiento de equipo,5065,Polanco
2024-09-18,Mantenimiento de equipo,6373,Roma
2024-09-20,Mantenimiento de sucursal,5242,Polanco
2024-09-20,Mantenimiento de sucursal,5104,Condesa
2024-09-20,Mantenimiento de sucursal,4869,Roma
2024-09-22,Software administrativo,4916,Polanco
2024-09-22,Software administrativo,5799,Condesa
2024-09-22,Software administrativo,3879,Roma
2024-09-25,Contabilidad,5257,Polanco
2024-09-25,Contabilidad,6626,Condesa
2024-09-25,Contabilidad,5518,Roma
2024-09-26,Papelería,1549,Polanco
2024-09-26,Papelería,1191,Roma
2024-09-26,Papelería,2022,Condesa
2024-09-28,Pago de crédito de financiamiento,7643,Condesa
2024-09-28,Pago de crédito de financiamiento,6954,Polanco
2024-09-28,Pago de crédito de financiamiento,9753,Roma
2024-10-01,Renta,42192,Condesa
2024-10-01,Nómina,45117,Condesa
2024-10-01,Renta,66225,Roma
2024-10-01,Nómina,47367,Polanco
2024-10-01,Nómina,47286,Roma
2024-10-01,Renta,53864,Polanco
2024-10-02,Microsoft 365,2200,Polanco
2024-10-02,Microsoft 365,2200,Roma
2024-10-02,Microsoft 365,2200,Condesa
2024-10-03,Internet,1063,Polanco
2024-10-03,Internet,1357,Roma
2024-10-03,Internet,1076,Condesa
2024-10-05,Luz,10691,Roma
2024-10-05,Luz,5917,Polanco
2024-10-05,Luz,8721,Condesa
2024-10-10,Publicidad,7269,Roma
2024-10-10,Publicidad,6263,Polanco
2024-10-10,Publicidad,7070,Condesa
2024-10-12,Agua,2047,Condesa
2024-10-12,Agua,2050,Polanco
2024-10-12,Agua,1654,Roma
2024-10-15,Limpieza,4028,Condesa
2024-10-15,Limpieza,5396,Roma
2024-10-15,Limpieza,4707,Polanco
2024-10-18,Mantenimiento de equipo,5289,Roma
2024-10-18,Mantenimiento de equipo,7476,Condesa
2024-10-18,Mantenimiento de equipo,3461,Polanco
2024-10-20,Mantenimiento de sucursal,5749,Polanco
2024-10-20,Mantenimiento de sucursal,6388,Roma
2024-10-20,Mantenimiento de sucursal,6841,Condesa
2024-10-22,Software administrativo,3581,Condesa
2024-10-22,Software administrativo,5633,Roma
2024-10-22,Software administrativo,4635,Polanco
2024-10-25,Contabilidad,7740,Condesa
2024-10-25,Contabilidad,6025,Roma
2024-10-25,Contabilidad,7798,Polanco
2024-10-26,Papelería,935,Condesa
2024-10-26,Papelería,2004,Roma
2024-10-26,Papelería,1571,Polanco
2024-10-28,Pago de crédito de financiamiento,9654,Roma
2024-10-28,Pago de crédito de financiamiento,6840,Polanco
2024-10-28,Pago de crédito de financiamiento,12820,Condesa
2024-11-01,Renta,40079,Condesa
2024-11-01,Nómina,45565,Polanco
2024-11-01,Nómina,44109,Condesa
2024-11-01,Renta,41427,Polanco
2024-11-01,Nómina,45953,Roma
2024-11-01,Renta,44872,Roma
2024-11-02,Microsoft 365,2200,Polanco
2024-11-02,Microsoft 365,2200,Roma
2024-11-02,Microsoft 365,2200,Condesa
2024-11-03,Internet,1468,Polanco
2024-11-03,Internet,1341,Roma
2024-11-03,Internet,1009,Condesa
2024-11-05,Luz,7747,Roma
2024-11-05,Luz,9924,Polanco
2024-11-05,Luz,7209,Condesa
2024-11-10,Publicidad,7172,Polanco
2024-11-10,Publicidad,6704,Condesa
2024-11-10,Publicidad,6331,Roma
2024-11-12,Agua,1721,Condesa
2024-11-12,Agua,2848,Polanco
2024-11-12,Agua,3163,Roma
2024-11-15,Limpieza,3687,Condesa
2024-11-15,Limpieza,4028,Polanco
2024-11-15,Limpieza,3578,Roma
2024-11-18,Mantenimiento de equipo,11549,Condesa
2024-11-18,Mantenimiento de equipo,6034,Polanco
2024-11-18,Mantenimiento de equipo,4089,Roma
2024-11-20,Mantenimiento de sucursal,6165,Polanco
2024-11-20,Mantenimiento de sucursal,6126,Condesa
2024-11-20,Mantenimiento de sucursal,4643,Roma
2024-11-22,Software administrativo,4737,Polanco
2024-11-22,Software administrativo,5341,Roma
2024-11-22,Software administrativo,3796,Condesa
2024-11-25,Contabilidad,7520,Condesa
2024-11-25,Contabilidad,7268,Polanco
2024-11-25,Contabilidad,5160,Roma
2024-11-26,Papelería,2164,Polanco
2024-11-26,Papelería,2185,Roma
2024-11-26,Papelería,1943,Condesa
2024-11-28,Pago de crédito de financiamiento,11846,Condesa
2024-11-28,Pago de crédito de financiamiento,13076,Polanco
2024-11-28,Pago de crédito de financiamiento,11571,Roma
2024-12-01,Renta,50604,Condesa
2024-12-01,Nómina,45526,Polanco
2024-12-01,Renta,40526,Polanco
2024-12-01,Nómina,43481,Condesa
2024-12-01,Renta,66828,Roma
2024-12-01,Nómina,49291,Roma
2024-12-02,Microsoft 365,2200,Roma
2024-12-02,Microsoft 365,2200,Polanco
2024-12-02,Microsoft 365,2200,Condesa
2024-12-03,Internet,1097,Polanco
2024-12-03,Internet,1427,Condesa
2024-12-03,Internet,1022,Roma
2024-12-05,Luz,9438,Condesa
2024-12-05,Luz,6774,Polanco
2024-12-05,Luz,6112,Roma
2024-12-10,Publicidad,7075,Condesa
2024-12-10,Publicidad,6376,Polanco
2024-12-10,Publicidad,7192,Roma
2024-12-12,Agua,3218,Polanco
2024-12-12,Agua,2745,Condesa
2024-12-12,Agua,2555,Roma
2024-12-15,Limpieza,3450,Roma
2024-12-15,Limpieza,3103,Polanco
2024-12-15,Limpieza,3048,Condesa
2024-12-18,Mantenimiento de equipo,7401,Condesa
2024-12-18,Mantenimiento de equipo,7569,Polanco
2024-12-18,Mantenimiento de equipo,9987,Roma
2024-12-20,Mantenimiento de sucursal,2773,Polanco
2024-12-20,Mantenimiento de sucursal,7860,Condesa
2024-12-20,Mantenimiento de sucursal,7427,Roma
2024-12-22,Software administrativo,5764,Polanco
2024-12-22,Software administrativo,5580,Condesa
2024-12-22,Software administrativo,4522,Roma
2024-12-25,Contabilidad,8435,Polanco
2024-12-25,Contabilidad,5171,Condesa
2024-12-25,Contabilidad,5033,Roma
2024-12-26,Papelería,1030,Polanco
2024-12-26,Papelería,829,Roma
2024-12-26,Papelería,1919,Condesa
2024-12-28,Pago de crédito de financiamiento,7318,Condesa
2024-12-28,Pago de crédito de financiamiento,6526,Polanco
2024-12-28,Pago de crédito de financiamiento,11692,Roma
2025-01-01,Renta,65490,Condesa
2025-01-01,Nómina,51230,Polanco
2025-01-01,Nómina,51731,Condesa
2025-01-01,Renta,45267,Polanco
2025-01-01,Nómina,55555,Roma
2025-01-01,Renta,52342,Roma
2025-01-02,Microsoft 365,2200,Polanco
2025-01-02,Microsoft 365,2200,Roma
2025-01-02,Microsoft 365,2200,Condesa
2025-01-03,Internet,1197,Polanco
2025-01-03,Internet,1126,Roma
2025-01-03,Internet,1141,Condesa
2025-01-05,Luz,8523,Polanco
2025-01-05,Luz,7795,Roma
2025-01-05,Luz,5561,Condesa
2025-01-10,Publicidad,10914,Roma
2025-01-10,Publicidad,10925,Polanco
2025-01-10,Publicidad,9194,Condesa
2025-01-12,Agua,2936,Condesa
2025-01-12,Agua,2561,Roma
2025-01-12,Agua,3198,Polanco
2025-01-15,Limpieza,4699,Condesa
2025-01-15,Limpieza,4728,Polanco
2025-01-15,Limpieza,5951,Roma
2025-01-18,Mantenimiento de equipo,11312,Condesa
2025-01-18,Mantenimiento de equipo,6231,Polanco
2025-01-18,Mantenimiento de equipo,9079,Roma
2025-01-20,Mantenimiento de sucursal,4985,Condesa
2025-01-20,Mantenimiento de sucursal,3681,Polanco
2025-01-20,Mantenimiento de sucursal,7344,Roma
2025-01-22,Software administrativo,5212,Condesa
2025-01-22,Software administrativo,5917,Roma
2025-01-22,Software administrativo,5571,Polanco
2025-01-25,Contabilidad,5470,Polanco
2025-01-25,Contabilidad,5090,Condesa
2025-01-25,Contabilidad,5155,Roma
2025-01-26,Papelería,1080,Condesa
2025-01-26,Papelería,2099,Roma
2025-01-26,Papelería,1105,Polanco
2025-01-28,Pago de crédito de financiamiento,8013,Roma
2025-01-28,Pago de crédito de financiamiento,9787,Polanco
2025-01-28,Pago de crédito de financiamiento,12950,Condesa
2025-02-01,Renta,67762,Condesa
2025-02-01,Nómina,56052,Polanco
2025-02-01,Nómina,51226,Condesa
2025-02-01,Renta,53672,Polanco
2025-02-01,Renta,52993,Roma
2025-02-01,Nómina,53115,Roma
2025-02-02,Microsoft 365,2200,Polanco
2025-02-02,Microsoft 365,2200,Condesa
2025-02-02,Microsoft 365,2200,Roma
2025-02-03,Internet,1076,Condesa
2025-02-03,Internet,1262,Polanco
2025-02-03,Internet,1062,Roma
2025-02-05,Luz,5422,Roma
2025-02-05,Luz,8184,Condesa
2025-02-05,Luz,9058,Polanco
2025-02-10,Publicidad,10430,Polanco
2025-02-10,Publicidad,9008,Condesa
2025-02-10,Publicidad,9914,Roma
2025-02-12,Agua,3285,Polanco
2025-02-12,Agua,2685,Condesa
2025-02-12,Agua,3156,Roma
2025-02-15,Limpieza,3491,Polanco
2025-02-15,Limpieza,4095,Roma
2025-02-15,Limpieza,3608,Condesa
2025-02-18,Mantenimiento de equipo,8874,Polanco
2025-02-18,Mantenimiento de equipo,2007,Condesa
2025-02-18,Mantenimiento de equipo,10343,Roma
2025-02-20,Mantenimiento de sucursal,7087,Roma
2025-02-20,Mantenimiento de sucursal,4504,Condesa
2025-02-20,Mantenimiento de sucursal,5700,Polanco
2025-02-22,Software administrativo,4417,Condesa
2025-02-22,Software administrativo,4951,Polanco
2025-02-22,Software administrativo,4579,Roma
2025-02-25,Contabilidad,7011,Polanco
2025-02-25,Contabilidad,5323,Condesa
2025-02-25,Contabilidad,7395,Roma
2025-02-26,Papelería,1457,Roma
2025-02-26,Papelería,1849,Polanco
2025-02-26,Papelería,1331,Condesa
2025-02-28,Pago de crédito de financiamiento,12540,Roma
2025-02-28,Pago de crédito de financiamiento,10726,Condesa
2025-02-28,Pago de crédito de financiamiento,12900,Polanco
2025-03-01,Renta,49525,Condesa
2025-03-01,Nómina,56489,Condesa
2025-03-01,Nómina,52132,Polanco
2025-03-01,Nómina,51581,Roma
2025-03-01,Renta,65194,Polanco
2025-03-01,Renta,46916,Roma
2025-03-02,Microsoft 365,2200,Polanco
2025-03-02,Microsoft 365,2200,Condesa
2025-03-02,Microsoft 365,2200,Roma
2025-03-03,Internet,923,Roma
2025-03-03,Internet,1002,Condesa
2025-03-03,Internet,1030,Polanco
2025-03-05,Luz,6852,Polanco
2025-03-05,Luz,8259,Condesa
2025-03-05,Luz,7338,Roma
2025-03-10,Publicidad,9045,Polanco
2025-03-10,Publicidad,9541,Condesa
2025-03-10,Publicidad,10959,Roma
2025-03-12,Agua,1802,Polanco
2025-03-12,Agua,2777,Roma
2025-03-12,Agua,1580,Condesa
2025-03-15,Limpieza,4110,Polanco
2025-03-15,Limpieza,4414,Roma
2025-03-15,Limpieza,5164,Condesa
2025-03-18,Mantenimiento de equipo,11053,Polanco
2025-03-18,Mantenimiento de equipo,2939,Roma
2025-03-18,Mantenimiento de equipo,8317,Condesa
2025-03-20,Mantenimiento de sucursal,3681,Condesa
2025-03-20,Mantenimiento de sucursal,4983,Roma
2025-03-20,Mantenimiento de sucursal,6507,Polanco
2025-03-22,Software administrativo,5808,Condesa
2025-03-22,Software administrativo,4463,Roma
2025-03-22,Software administrativo,5079,Polanco
2025-03-25,Contabilidad,8594,Condesa
2025-03-25,Contabilidad,8797,Roma
2025-03-25,Contabilidad,6043,Polanco
2025-03-26,Papelería,992,Polanco
2025-03-26,Papelería,1826,Roma
2025-03-26,Papelería,1461,Condesa
2025-03-28,Pago de crédito de financiamiento,8035,Polanco
2025-03-28,Pago de crédito de financiamiento,8075,Condesa
2025-03-28,Pago de crédito de financiamiento,12223,Roma
2025-04-01,Nómina,56770,Roma
2025-04-01,Renta,43235,Roma
2025-04-01,Renta,64440,Condesa
2025-04-01,Renta,52091,Polanco
2025-04-01,Nómina,53592,Polanco
2025-04-01,Nómina,58257,Condesa
2025-04-02,Microsoft 365,2200,Roma
2025-04-02,Microsoft 365,2200,Polanco
2025-04-02,Microsoft 365,2200,Condesa
2025-04-03,Internet,1177,Polanco
2025-04-03,Internet,913,Condesa
2025-04-03,Internet,1122,Roma
2025-04-05,Luz,10634,Condesa
2025-04-05,Luz,10189,Polanco
2025-04-05,Luz,10484,Roma
2025-04-10,Pago de compra de reformers,300000,Condesa
2025-04-10,Publicidad,10631,Polanco
2025-04-10,Publicidad,9645,Condesa
2025-04-10,Publicidad,10732,Roma
2025-04-12,Agua,2071,Polanco
2025-04-12,Agua,2532,Condesa
2025-04-12,Agua,2245,Roma
2025-04-15,Limpieza,3576,Polanco
2025-04-15,Limpieza,3819,Condesa
2025-04-15,Limpieza,4487,Roma
2025-04-18,Mantenimiento de equipo,10028,Roma
2025-04-18,Mantenimiento de equipo,11447,Condesa
2025-04-18,Mantenimiento de equipo,9763,Polanco
2025-04-20,Mantenimiento de sucursal,6718,Polanco
2025-04-20,Mantenimiento de sucursal,4510,Condesa
2025-04-20,Mantenimiento de sucursal,4558,Roma
2025-04-22,Software administrativo,4779,Condesa
2025-04-22,Software administrativo,4813,Roma
2025-04-22,Software administrativo,5672,Polanco
2025-04-25,Contabilidad,6445,Polanco
2025-04-25,Contabilidad,7228,Roma
2025-04-25,Contabilidad,8622,Condesa
2025-04-26,Papelería,874,Condesa
2025-04-26,Papelería,1612,Roma
2025-04-26,Papelería,1956,Polanco
2025-04-28,Pago de crédito de financiamiento,7295,Roma
2025-04-28,Pago de crédito de financiamiento,11658,Condesa
2025-04-28,Pago de crédito de financiamiento,11960,Polanco
2025-05-01,Nómina,52047,Roma
2025-05-01,Renta,66549,Condesa
2025-05-01,Nómina,56795,Condesa
2025-05-01,Renta,51156,Polanco
2025-05-01,Nómina,57700,Polanco
2025-05-01,Renta,59317,Roma
2025-05-02,Microsoft 365,2200,Polanco
2025-05-02,Microsoft 365,2200,Roma
2025-05-02,Microsoft 365,2200,Condesa
2025-05-03,Internet,1076,Roma
2025-05-03,Internet,1136,Polanco
2025-05-03,Internet,1045,Condesa
2025-05-05,Luz,5124,Roma
2025-05-05,Luz,8755,Condesa
2025-05-05,Luz,7083,Polanco
2025-05-10,Publicidad,9866,Roma
2025-05-10,Publicidad,9245,Polanco
2025-05-10,Publicidad,9871,Condesa
2025-05-12,Agua,1921,Polanco
2025-05-12,Agua,1834,Condesa
2025-05-12,Agua,2284,Roma
2025-05-15,Limpieza,5510,Polanco
2025-05-15,Limpieza,4527,Roma
2025-05-15,Limpieza,3568,Condesa
2025-05-18,Mantenimiento de equipo,11950,Polanco
2025-05-18,Mantenimiento de equipo,5932,Condesa
2025-05-18,Mantenimiento de equipo,8240,Roma
2025-05-20,Mantenimiento de sucursal,7523,Roma
2025-05-20,Mantenimiento de sucursal,5321,Polanco
2025-05-20,Mantenimiento de sucursal,5894,Condesa
2025-05-22,Software administrativo,4303,Roma
2025-05-22,Software administrativo,4889,Polanco
2025-05-22,Software administrativo,5707,Condesa
2025-05-25,Contabilidad,5728,Roma
2025-05-25,Contabilidad,7600,Polanco
2025-05-25,Contabilidad,5966,Condesa
2025-05-26,Papelería,969,Condesa
2025-05-26,Papelería,1763,Polanco
2025-05-26,Papelería,1558,Roma
2025-05-28,Pago de crédito de financiamiento,13255,Roma
2025-05-28,Pago de crédito de financiamiento,7900,Condesa
2025-05-28,Pago de crédito de financiamiento,12127,Polanco
2025-06-01,Renta,51890,Condesa
2025-06-01,Nómina,54852,Condesa
2025-06-01,Renta,49095,Polanco
2025-06-01,Renta,45275,Roma
2025-06-01,Nómina,53498,Polanco
2025-06-01,Nómina,50536,Roma
2025-06-02,Microsoft 365,2200,Polanco
2025-06-02,Microsoft 365,2200,Condesa
2025-06-02,Microsoft 365,2200,Roma
2025-06-03,Internet,1037,Roma
2025-06-03,Internet,997,Polanco
2025-06-03,Internet,918,Condesa
2025-06-05,Luz,9210,Roma
2025-06-05,Luz,6093,Condesa
2025-06-05,Luz,10263,Polanco
2025-06-10,Publicidad,10497,Condesa
2025-06-10,Publicidad,9563,Polanco
2025-06-10,Publicidad,9035,Roma
2025-06-12,Agua,2852,Condesa
2025-06-12,Agua,2005,Polanco
2025-06-12,Agua,3263,Roma
2025-06-15,Limpieza,5340,Condesa
2025-06-15,Limpieza,4861,Roma
2025-06-15,Limpieza,5544,Polanco
2025-06-18,Mantenimiento de equipo,3199,Polanco
2025-06-18,Mantenimiento de equipo,10145,Roma
2025-06-18,Mantenimiento de equipo,6690,Condesa
2025-06-20,Mantenimiento de sucursal,2751,Polanco
2025-06-20,Mantenimiento de sucursal,4691,Condesa
2025-06-20,Mantenimiento de sucursal,3160,Roma
2025-06-22,Software administrativo,5362,Condesa
2025-06-22,Software administrativo,4388,Polanco
2025-06-22,Software administrativo,3609,Roma
2025-06-25,Contabilidad,5914,Condesa
2025-06-25,Contabilidad,6722,Roma
2025-06-25,Contabilidad,5762,Polanco
2025-06-26,Papelería,1547,Condesa
2025-06-26,Papelería,1066,Roma
2025-06-26,Papelería,1288,Polanco
2025-06-28,Pago de crédito de financiamiento,12160,Roma
2025-06-28,Pago de crédito de financiamiento,7351,Polanco
2025-06-28,Pago de crédito de financiamiento,13284,Condesa
2025-07-01,Nómina,54101,Polanco
2025-07-01,Renta,48090,Polanco
2025-07-01,Nómina,57064,Roma
2025-07-01,Renta,67458,Roma
2025-07-01,Renta,61164,Condesa
2025-07-01,Nómina,57898,Condesa
2025-07-02,Microsoft 365,2200,Polanco
2025-07-02,Microsoft 365,2200,Roma
2025-07-02,Microsoft 365,2200,Condesa
2025-07-03,Internet,1379,Polanco
2025-07-03,Internet,1039,Condesa
2025-07-03,Internet,1337,Roma
2025-07-05,Luz,5423,Condesa
2025-07-05,Luz,9569,Polanco
2025-07-05,Luz,8839,Roma
2025-07-10,Publicidad,9346,Polanco
2025-07-10,Publicidad,10424,Condesa
2025-07-10,Publicidad,10713,Roma
2025-07-12,Agua,2804,Roma
2025-07-12,Agua,1536,Polanco
2025-07-12,Agua,1699,Condesa
2025-07-15,Limpieza,3347,Polanco
2025-07-15,Limpieza,3325,Condesa
2025-07-15,Limpieza,3204,Roma
2025-07-18,Mantenimiento de equipo,8955,Roma
